text_id,span_text,label,start_char,end_char
text_995,Тарас Ямелинець,PERS,97,112
text_995,Всесвітній фонд природи WWF,ORG,115,142
text_995,Україні,LOC,145,152
text_998,2013 році,DATE,2,11
text_1000,Всесвітнього фонду природи ( WWF ),ORG,62,96
text_1006,Світован,PERS,105,113
text_1027,США,LOC,32,35
text_1027,початку 60-х років XX ст .,DATE,39,65
text_1043,психологів,JOB,7,17
text_1053,37 %,PCT,43,47
text_1053,39 %,PCT,91,95
text_1053,4 %,PCT,120,123
text_1054,56 %,PCT,21,25
text_1054,17 %,PCT,67,71
text_1055,дослідники,JOB,68,78
text_1055,Т . Бразельтон,PERS,81,95
text_1059,психологи,JOB,13,22
text_1059,Г . Шаффер,PERS,25,35
text_1059,П . Емерсон,PERS,38,49
text_1068,Ф . Гальтоном,PERS,14,27
text_1068,1869 р .,DATE,30,38
text_1072,психологи,JOB,13,22
text_1072,Д . Кембелл,PERS,25,36
text_1072,Д . Фіське,PERS,39,49
text_1074,психолог,JOB,14,22
text_1074,С . Стівенс,PERS,23,34
text_1078,800 гривень,MON,152,163
text_1078,Марія Гнатівна,PERS,173,187
text_1080,один день,PERIOD,3,12
text_1080,13 гривень,MON,49,59
text_1084,Минулого тижня,DATE,39,53
text_1085,Міський голова,JOB,71,85
text_1085,Михайло Сімашкевич,PERS,86,104
text_1086,4 лютого,DATE,10,18
text_1086,міської ради,ORG,41,53
text_1089,8,QUANT,70,71
text_1089,9 %,QUANT,74,77
text_1089,33 %,QUANT,100,104
text_1089,73 %,QUANT,130,134
text_1090,міський голова,JOB,22,36
text_1090,в . о . начальника,JOB,51,69
text_1090,Державної інспекції контролю за цінами у Хмельницькій області,ORG,70,131
text_1090,Дмитру Ягодину,PERS,132,146
text_1090,міської ради,ORG,357,369
text_1092,заступник начальника,JOB,63,83
text_1092,Сергій Цвяк,PERS,105,116
text_1092,10,QUANT,165,167
text_1092,15 %,QUANT,170,174
text_1099,Славко,PERS,190,196
text_1101,Славко,PERS,29,35
text_1105,Славко,PERS,50,56
text_1106,Славко,PERS,31,37
text_1107,Мі,ART,73,75
text_1111,Яною,PERS,31,35
text_1111,Славко,PERS,98,104
text_1112,Янка,PERS,20,24
text_1116,Славко,PERS,17,23
text_1116,Майдані,LOC,31,38
text_1117,Києві,LOC,16,21
text_1117,студентів,JOB,29,38
text_1121,Бранчуку,PERS,32,40
text_1121,Янка,PERS,70,74
text_1121,Боже,PERS,126,130
text_1121,Славко,PERS,142,148
text_1124,Славко,PERS,7,13
text_1124,Києва,LOC,47,52
text_1126,Майдані,LOC,3,10
text_1126,Михайлівського,LOC,77,91
text_1127,Грушевського,LOC,38,50
text_1128,лютому,DATE,12,18
text_1130,Грушевського,LOC,27,39
text_1131,Славко,PERS,72,78
text_1132,Майдану,ORG,17,24
text_1132,Інститутської,LOC,62,75
text_1132,Янкою,PERS,121,126
text_1133,Бог,PERS,8,11
text_1135,Майдані,LOC,8,15
text_1135,Львівщину,LOC,96,105
text_1136,Майдан,LOC,57,63
text_1137,Янко,PERS,10,14
text_1137,Славко,PERS,19,25
text_1139,Славка,PERS,30,36
text_1139,Донбасі,LOC,81,88
text_1175,Архипенка,PERS,6,15
text_1204,Україна,LOC,18,25
text_1205,Україні,LOC,31,38
text_1205,Україна,LOC,41,48
text_1224,Україну,LOC,77,84
text_1238,Європу,LOC,86,92
text_1238,Європою,LOC,93,100
text_1239,Європа,LOC,3,9
text_1246,Бог,PERS,5,8
text_1270,кількадесят років,PERIOD,7,24
text_1273,Україна,LOC,70,77
text_1287,Божі,PERS,122,126
text_1308,десята частина,PCT,152,166
text_1310,Героїв Радянського Союзу,MISC,143,167
text_1311,Героя,MISC,50,55
text_1312,Гітлером,PERS,115,123
text_1315,Вірменію,LOC,20,28
text_1315,Прип’яті,LOC,64,72
text_1316,редактор,JOB,9,17
text_1316,Молоді України,ORG,20,34
text_1316,Іван Бокий,PERS,37,47
text_1318,журналіст,JOB,99,108
text_1318,Юрій Луканов,PERS,109,121
text_1323,Чорнобиль,LOC,26,35
text_1325,25 рублів,MON,95,104
text_1325,54 рублі,MON,126,134
text_1332,Херсонщина,LOC,41,51
text_1332,журналіста,JOB,74,84
text_1332,письменника,JOB,87,98
text_1332,публіциста,JOB,101,111
text_1332,всеукраїнської премії ім . І . Франка,MISC,149,186
text_1332,Борис Онуфрійович,PERS,223,240
text_1335,редактор,JOB,19,27
text_1335,олешківської міськрайонки,ART,28,53
text_1336,Шляхом Леніна,ART,53,66
text_1336,Все чутніше гуркіт чобіт,ART,71,95
text_1336,Литві,LOC,118,123
text_1336,1991-му,DATE,138,145
text_1337,серпневий путч,MISC,40,54
text_1338,Борисом Прищепою,PERS,21,37
text_1338,редактором,JOB,49,59
text_1338,Петром Прядкою,PERS,60,74
text_1339,Батьківщини,MISC,74,85
text_1339,Борис Онуфрійович,PERS,101,118
text_1340,журналістів,JOB,94,105
text_1341,журналіст,JOB,40,49
text_1347,Чиж-Вишенський,PERS,87,101
text_1347,Лемківщині,LOC,143,153
text_1347,Штукенгайзенів,PERS,171,185
text_1347,Себастьяном,PERS,198,209
text_1348,Себастьяна,PERS,86,96
text_1348,Львова,LOC,133,139
text_1350,Стефана,PERS,30,37
text_1350,Штукенгайзена,PERS,70,83
text_1351,Себастьяна Штукенгайзена,PERS,114,138
text_1351,Лянґе,PERS,211,216
text_1351,Штукенгайзена,PERS,257,270
text_1352,Чиж-Вишенського,PERS,46,61
text_1352,Штукенгайзенове,PERS,80,95
text_1354,сто років,PERIOD,32,41
text_1354,Штукенгайзен,PERS,44,56
text_1354,Лянґе,PERS,73,78
text_1355,Штукенгайзена,PERS,46,59
text_1355,Чиж-Вишенського,PERS,107,122
text_1357,Штукенгайзена,PERS,105,118
text_1358,Юнґа,PERS,30,34
text_1358,Штукенгайзен,PERS,44,56
text_1358,Чиж-Вишенському,PERS,71,86
text_1358,Европою,LOC,132,139
text_1360,Адамове яблуко,ART,55,69
text_1360,Штукенгайзена,PERS,72,85
text_1363,Біблії,ART,22,28
text_1363,Хлєбніковська,PERS,31,44
text_1365,Лянґе,PERS,2,7
text_1365,Реконструкції,MISC,190,203
text_1367,Лянґе,PERS,45,50
text_1368,20 ст .,PERIOD,68,75
text_1368,Лянґе,PERS,78,83
text_1368,Інтернет,MISC,153,161
text_1368,Адамовим яблуком,ART,251,267
text_1368,Штукенгайзена,PERS,270,283
text_1369,Яблука,MISC,76,82
text_1371,Істиною,MISC,22,29
text_1372,Стефанові,PERS,40,49
text_1372,2013,DATE,91,95
text_1372,1913,DATE,100,104
text_1372,Відня,LOC,129,134
text_1372,Штукенгайзена,PERS,154,167
text_1372,Дуклі,LOC,198,203
text_1372,Себастьян,PERS,238,247
text_1373,Відня,LOC,90,95
text_1374,Чиж-Вишенського,PERS,133,148
text_1374,Штукенгайзена,PERS,193,206
text_1375,Відня,LOC,13,18
text_1375,Андреа,PERS,67,73
text_1375,Асуро,PERS,178,183
text_1391,Асура Махарадж,PERS,60,74
text_1394,Асурчику,PERS,2,10
text_1395,Асура,PERS,93,98
text_1398,Всесвіт,LOC,16,23
text_1399,Всесвіті,LOC,41,49
text_1402,Всесвітом,LOC,16,25
text_1405,Богом,PERS,69,74
text_1405,Абсолютом,MISC,77,86
text_1405,Душею Світу,MISC,89,100
text_1405,Верховною Суттю,MISC,104,119
text_1406,Всесвіт,LOC,73,80
text_1415,Асуро,PERS,62,67
text_1423,Асуро,PERS,21,26
text_1427,Асуро,PERS,9,14
text_1428,Асуро,PERS,28,33
text_1431,Асуро,PERS,32,37
text_1432,Асуро,PERS,19,24
text_1436,Асуро,PERS,16,21
text_1438,18 травня,DATE,51,60
text_1438,Батьківщина,MISC,101,112
text_1443,Криму,LOC,67,72
text_1446,Саїт,PERS,43,47
text_1446,Дилявер,PERS,50,57
text_1446,Еслет,PERS,61,66
text_1448,Крим,LOC,12,16
text_1450,хвилин на 15-20,PERIOD,36,51
text_1451,Волгою,LOC,39,45
text_1451,Айше,PERS,83,87
text_1454,Айше,PERS,74,78
text_1455,Айше-кизим,PERS,21,31
text_1455,Айше,PERS,34,38
text_1459,Айше Сейтаблаєвій,PERS,16,33
text_1464,Батьківщині,MISC,12,23
text_1467,Айше і Таїра Аметових,PERS,37,58
text_1469,Аметови,PERS,5,12
text_1471,Айше,PERS,19,23
text_1476,Вітчизну,MISC,29,37
text_1476,Малий,PERS,40,45
text_1476,Сусанну,PERS,64,71
text_1476,Сусанна,PERS,136,143
text_1488,Малий,PERS,7,12
text_1488,П’ятниця,PERS,35,43
text_1491,Малий,PERS,30,35
text_1493,Малий,PERS,34,39
text_1494,Ірма,PERS,16,20
text_1494,Малого,PERS,53,59
text_1497,Ірму,PERS,63,67
text_1498,Ірма,PERS,31,35
text_1501,Сусаннину,PERS,34,43
text_1501,Ірмою,PERS,111,116
text_1501,Малим,PERS,120,125
text_1505,Малий,PERS,64,69
text_1505,Ірма,PERS,72,76
text_1505,Сусанна,PERS,79,86
text_1508,Сусанна,PERS,33,40
text_1509,Сніговика,PERS,13,22
text_1510,Сніговика,PERS,9,18
text_1510,Сусанна,PERS,88,95
text_1510,Малого,PERS,128,134
text_1510,Сніговиковим,PERS,212,224
text_1512,Сніговик,PERS,42,50
text_1514,Сніговик,PERS,17,25
text_1514,Кварк,PERS,48,53
text_1516,Сніговик,PERS,76,84
text_1516,Сніговик,PERS,184,192
text_1517,Сусанна,PERS,2,9
text_1517,Малий,PERS,12,17
text_1517,Ірма,PERS,21,25
text_1517,Сніговика,PERS,59,68
text_1518,Сніговикових,PERS,25,37
text_1519,Сусанна,PERS,9,16
text_1521,Сніговика,PERS,21,30
text_1522,Сніговик,PERS,32,40
text_1524,Сніговика,PERS,26,35
text_1532,Дорі,PERS,46,50
text_1539,Данко,PERS,21,26
text_1539,Дору,PERS,35,39
text_1549,Доро,PERS,10,14
text_1551,Данко,PERS,13,18
text_1551,Солом’янки,LOC,57,67
text_1551,Дора,PERS,70,74
text_1551,Данка,PERS,119,124
text_1552,Київ,LOC,49,53
text_1552,Теребовля,LOC,70,79
text_1554,Данко,PERS,34,39
text_1554,Дору,PERS,59,63
text_1559,Данко,PERS,113,118
text_1559,Дору,PERS,123,127
text_1560,Данко,PERS,114,119
text_1561,Дора,PERS,38,42
text_1561,Данко,PERS,172,177
text_1563,Доро,PERS,2,6
text_1564,Доро,PERS,26,30
text_1564,Дора,PERS,33,37
text_1567,Данко,PERS,33,38
text_1567,метр,QUANT,48,52
text_1567,Дори,PERS,57,61
text_1569,Дору,PERS,5,9
text_1571,Дора,PERS,11,15
text_1571,Данко,PERS,41,46
text_1574,Данко,PERS,46,51
text_1574,Дору,PERS,74,78
text_1577,Дора,PERS,9,13
text_1577,метрів із двадцять,QUANT,39,57
text_1583,Данко,PERS,35,40
text_1584,Дорі,PERS,35,39
text_1585,двадцять метрів,QUANT,82,97
text_1591,Дори,PERS,21,25
text_1595,Данкові,PERS,6,13
text_1600,Доро,PERS,24,28
text_1601,півдня,PERIOD,19,25
text_1601,Данковою,PERS,30,38
text_1602,Дориних,PERS,3,10
text_1604,Боні,PERS,16,20
text_1604,Данко,PERS,25,30
text_1604,Дори,PERS,46,50
text_1605,Карликовий баран,MISC,15,31
text_1607,Боні,PERS,2,6
text_1607,Данко,PERS,43,48
text_1607,Дору,PERS,69,73
text_1613,Божий,PERS,14,19
text_1614,Дора,PERS,27,31
text_1618,Дора,PERS,20,24
text_1618,Данко,PERS,98,103
text_1618,Дору,PERS,132,136
text_1621,Данко,PERS,142,147
text_1621,карликового барана,MISC,304,322
text_1621,Дориних,PERS,349,356
text_1621,Боні,PERS,388,392
text_1622,Данкової,PERS,10,18
text_1623,Дора,PERS,2,6
text_1626,Доро,PERS,2,6
text_1628,Дориної,PERS,61,68
text_1628,Дора,PERS,104,108
text_1631,Боні,PERS,84,88
text_1631,Данко,PERS,91,96
text_1631,Дори,PERS,162,166
text_1632,Дору,PERS,72,76
text_1632,Дора,PERS,79,83
text_1632,Дора,PERS,184,188
text_1632,Данко,PERS,220,225
text_1637,Дора,PERS,214,218
text_1637,Віка Петрова,PERS,289,301
text_1638,Аллочку,PERS,18,25
text_1641,Славіка,PERS,36,43
text_1646,Аллусю,PERS,21,27
text_1650,Пресвята Богородице,PERS,16,35
text_1653,Сибіру,LOC,76,82
text_1653,Наталя,PERS,97,103
text_1654,Славік,PERS,53,59
text_1654,Славік,PERS,83,89
text_1655,Зойка,PERS,9,14
text_1658,Щур,PERS,66,69
text_1658,Наталі,PERS,96,102
text_1661,Сашко Щур,PERS,162,171
text_1661,Наталі,PERS,183,189
text_1662,Наталі,PERS,52,58
text_1664,Наталя,PERS,86,92
text_1666,Наталя,PERS,163,169
text_1667,Славік,PERS,5,11
text_1668,Віка Петрова,PERS,163,175
text_1668,Йоостою,PERS,201,208
text_1670,Віка,PERS,19,23
text_1670,Віки,PERS,158,162
text_1670,Славіка,PERS,166,173
text_1670,Славік,PERS,228,234
text_1671,Віку,PERS,42,46
text_1674,Луганську,LOC,61,70
text_1674,ЗМІ,MISC,147,150
text_1675,Кремля,LOC,120,126
text_1676,1988 року,DATE,10,19
text_1676,Олексіївка,LOC,27,37
text_1676,Перевальського району,LOC,38,59
text_1676,Борисові Грінченку,PERS,82,100
text_1676,1991 року,DATE,145,154
text_1676,товариства « Меморіал »,ORG,161,184
text_1676,Сучій Балці,LOC,187,198
text_1676,Луганська,LOC,210,219
text_1676,1937-1942 роках,PERIOD,294,309
text_1676,1994,DATE,358,362
text_1676,1997,DATE,365,369
text_1676,2005 роках,DATE,372,382
text_1676,1998 року,DATE,385,394
text_1676,"4,5 - метровий",QUANT,395,409
text_1676,Тарасові Шевченку,PERS,420,437
text_1676,Луганська,LOC,454,463
text_1676,Василя Іваницького,PERS,495,513
text_1676,Канади,LOC,516,522
text_1676,Челишевим,PERS,609,618
text_1676,Герасимовим,PERS,621,632
text_1676,Смірновим,PERS,635,644
text_1677,Віра Аннусова,PERS,47,60
text_1677,Олексій Погорілий,PERS,63,80
text_1677,Василь Каплунов,PERS,83,98
text_1677,Іван Кава,PERS,101,110
text_1677,В . Ющенка,PERS,125,135
text_1677,в 1933-му році,DATE,192,206
text_1678,90-т і,DATE,2,8
text_1678,Половинкине,LOC,27,38
text_1678,Старобільщині,LOC,42,55
text_1678,Іван Світличний,PERS,77,92
text_1678,Років два тому,DATE,183,197
